naics_title,occ_title,state,amount_employed,annual_mean_wage,hourly_mean_wage
"Mining, Quarrying, and Oil and Gas Extraction","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",US,320,"$52,240 ",$25.12 
"Mining, Quarrying, and Oil and Gas Extraction","Molders, Shapers, and Casters, Except Metal and Plastic",US,140,"$53,230 ",$25.59 
"Mining, Quarrying, and Oil and Gas Extraction",Helpers--Production Workers,US,"1,300","$42,760 ",$20.56 
"Mining, Quarrying, and Oil and Gas Extraction","Production Workers, All Other",US,790,"$54,770 ",$26.33 
"Mining, Quarrying, and Oil and Gas Extraction",Transportation and Material Moving Occupations,US,"75,350","$62,310 ",$29.96 
"Mining, Quarrying, and Oil and Gas Extraction",Supervisors of Transportation and Material Moving Workers,US,"4,120","$93,510 ",$44.96 
"Mining, Quarrying, and Oil and Gas Extraction",First-Line Supervisors of Transportation and Material Moving Workers,US,"4,120","$93,510 ",$44.96 
"Mining, Quarrying, and Oil and Gas Extraction","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",US,"4,120","$93,510 ",$44.96 
"Mining, Quarrying, and Oil and Gas Extraction",Motor Vehicle Operators,US,"33,630","$56,410 ",$27.12 
"Mining, Quarrying, and Oil and Gas Extraction",Driver/Sales Workers and Truck Drivers,US,"33,580","$56,400 ",$27.11 
Finance and Insurance,Chief Executives,US,"16,720","$330,940 ",$159.11 
"Mining, Quarrying, and Oil and Gas Extraction",Heavy and Tractor-Trailer Truck Drivers,US,"32,730","$56,670 ",$27.25 
"Mining, Quarrying, and Oil and Gas Extraction",Light Truck Drivers,US,820,"$45,690 ",$21.96 
"Mining, Quarrying, and Oil and Gas Extraction",Rail Transportation Workers,US,390,"$61,100 ",$29.37 
"Mining, Quarrying, and Oil and Gas Extraction",Locomotive Engineers and Operators,US,130,"$60,080 ",$28.88 
"Mining, Quarrying, and Oil and Gas Extraction",Locomotive Engineers,US,50,"$53,630 ",$25.78 
"Mining, Quarrying, and Oil and Gas Extraction","Rail Yard Engineers, Dinkey Operators, and Hostlers",US,80,"$63,640 ",$30.60 
"Mining, Quarrying, and Oil and Gas Extraction",Railroad Conductors and Yardmasters,US,110,"$77,210 ",$37.12 
"Mining, Quarrying, and Oil and Gas Extraction",Railroad Conductors and Yardmasters,US,110,"$77,210 ",$37.12 
"Mining, Quarrying, and Oil and Gas Extraction",Miscellaneous Rail Transportation Workers,US,160,"$51,720 ",$24.87 
"Mining, Quarrying, and Oil and Gas Extraction","Rail Transportation Workers, All Other",US,160,"$51,720 ",$24.87 
"Mining, Quarrying, and Oil and Gas Extraction",Water Transportation Workers,US,"1,220","$114,160 ",$54.88 
"Mining, Quarrying, and Oil and Gas Extraction",Sailors and Marine Oilers,US,400,"$66,490 ",$31.97 
"Mining, Quarrying, and Oil and Gas Extraction",Sailors and Marine Oilers,US,400,"$66,490 ",$31.97 
"Mining, Quarrying, and Oil and Gas Extraction",Ship and Boat Captains and Operators,US,570,"$135,520 ",$65.16 
"Mining, Quarrying, and Oil and Gas Extraction","Captains, Mates, and Pilots of Water Vessels",US,560,"$136,880 ",$65.81 
"Mining, Quarrying, and Oil and Gas Extraction",Ship Engineers,US,250,"$141,190 ",$67.88 
"Mining, Quarrying, and Oil and Gas Extraction",Ship Engineers,US,250,"$141,190 ",$67.88 
"Mining, Quarrying, and Oil and Gas Extraction",Other Transportation Workers,US,40,"$55,520 ",$26.69 
"Mining, Quarrying, and Oil and Gas Extraction",Transportation Service Attendants,US,40,"$56,270 ",$27.06 
"Mining, Quarrying, and Oil and Gas Extraction",Material Moving Workers,US,"35,810","$62,200 ",$29.90 
"Mining, Quarrying, and Oil and Gas Extraction",Conveyor Operators and Tenders,US,"1,380","$64,990 ",$31.24 
"Mining, Quarrying, and Oil and Gas Extraction",Conveyor Operators and Tenders,US,"1,380","$64,990 ",$31.24 
"Mining, Quarrying, and Oil and Gas Extraction",Crane and Tower Operators,US,"1,120","$77,750 ",$37.38 
"Mining, Quarrying, and Oil and Gas Extraction",Crane and Tower Operators,US,"1,120","$77,750 ",$37.38 
"Mining, Quarrying, and Oil and Gas Extraction",Dredge Operators,US,320,"$58,190 ",$27.97 
"Mining, Quarrying, and Oil and Gas Extraction",Dredge Operators,US,320,"$58,190 ",$27.97 
"Mining, Quarrying, and Oil and Gas Extraction",Hoist and Winch Operators,US,170,"$71,720 ",$34.48 
"Mining, Quarrying, and Oil and Gas Extraction",Hoist and Winch Operators,US,170,"$71,720 ",$34.48 
"Mining, Quarrying, and Oil and Gas Extraction",Industrial Truck and Tractor Operators,US,"2,450","$55,070 ",$26.48 
"Mining, Quarrying, and Oil and Gas Extraction",Industrial Truck and Tractor Operators,US,"2,450","$55,070 ",$26.48 
"Mining, Quarrying, and Oil and Gas Extraction",Laborers and Material Movers,US,"9,740","$47,860 ",$23.01 
Finance and Insurance,Chief Executives,US,"16,720","$330,940 ",$159.11 
"Mining, Quarrying, and Oil and Gas Extraction",Cleaners of Vehicles and Equipment,US,720,"$48,480 ",$23.31 
"Mining, Quarrying, and Oil and Gas Extraction","Laborers and Freight, Stock, and Material Movers, Hand",US,"7,500","$46,470 ",$22.34 
"Mining, Quarrying, and Oil and Gas Extraction",Machine Feeders and Offbearers,US,80,"$63,800 ",$30.67 
"Mining, Quarrying, and Oil and Gas Extraction","Packers and Packagers, Hand",US,360,"$45,890 ",$22.06 
"Mining, Quarrying, and Oil and Gas Extraction",Stockers and Order Fillers,US,"1,090","$56,590 ",$27.21 
"Mining, Quarrying, and Oil and Gas Extraction",Pumping Station Operators,US,"20,090","$68,870 ",$33.11 
"Mining, Quarrying, and Oil and Gas Extraction",Gas Compressor and Gas Pumping Station Operators,US,750,"$67,260 ",$32.34 
"Mining, Quarrying, and Oil and Gas Extraction","Pump Operators, Except Wellhead Pumpers",US,"2,610","$62,050 ",$29.83 
"Mining, Quarrying, and Oil and Gas Extraction",Wellhead Pumpers,US,"16,730","$70,010 ",$33.66 
"Mining, Quarrying, and Oil and Gas Extraction","Tank Car, Truck, and Ship Loaders",US,370,"$64,610 ",$31.06 
"Mining, Quarrying, and Oil and Gas Extraction","Tank Car, Truck, and Ship Loaders",US,370,"$64,610 ",$31.06 
"Mining, Quarrying, and Oil and Gas Extraction",Miscellaneous Material Moving Workers,US,160,"$65,790 ",$31.63 
"Mining, Quarrying, and Oil and Gas Extraction","Material Moving Workers, All Other",US,160,"$65,790 ",$31.63 
Oil and Gas Extraction,All Occupations,US,"113,830","$114,750 ",$55.17 
Oil and Gas Extraction,Management Occupations,US,"17,230","$205,960 ",$99.02 
Oil and Gas Extraction,Top Executives,US,"6,910","$210,280 ",$101.10 
Oil and Gas Extraction,Chief Executives,US,170,"$826,360 ",$397.29 
Oil and Gas Extraction,Chief Executives,US,170,"$826,360 ",$397.29 
Oil and Gas Extraction,General and Operations Managers,US,"6,740","$194,910 ",$93.71 
Oil and Gas Extraction,General and Operations Managers,US,"6,740","$194,910 ",$93.71 
Oil and Gas Extraction,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",US,650,"$260,000 ",$125.00 
Oil and Gas Extraction,Marketing and Sales Managers,US,570,"$261,960 ",$125.94 
Oil and Gas Extraction,Marketing Managers,US,320,"$247,200 ",$118.85 
Oil and Gas Extraction,Sales Managers,US,250,"$281,240 ",$135.21 
Oil and Gas Extraction,Public Relations and Fundraising Managers,US,80,"$246,510 ",$118.51 
Oil and Gas Extraction,Public Relations Managers,US,80,"$246,510 ",$118.51 
Oil and Gas Extraction,Operations Specialties Managers,US,"4,480","$194,890 ",$93.70 
Oil and Gas Extraction,Administrative Services and Facilities Managers,US,430,"$202,090 ",$97.16 
Oil and Gas Extraction,Administrative Services Managers,US,200,"$214,600 ",$103.17 
Oil and Gas Extraction,Facilities Managers,US,230,"$191,340 ",$91.99 
Oil and Gas Extraction,Computer and Information Systems Managers,US,530,"$196,030 ",$94.25 
Oil and Gas Extraction,Computer and Information Systems Managers,US,530,"$196,030 ",$94.25 
Oil and Gas Extraction,Financial Managers,US,"2,040","$203,410 ",$97.79 
Oil and Gas Extraction,Financial Managers,US,"2,040","$203,410 ",$97.79 
Oil and Gas Extraction,Industrial Production Managers,US,860,"$182,000 ",$87.50 
Oil and Gas Extraction,Industrial Production Managers,US,860,"$182,000 ",$87.50 
Oil and Gas Extraction,Purchasing Managers,US,140,"$198,040 ",$95.21 
Oil and Gas Extraction,Purchasing Managers,US,140,"$198,040 ",$95.21 
Oil and Gas Extraction,"Transportation, Storage, and Distribution Managers",US,210,"$168,380 ",$80.95 
Oil and Gas Extraction,"Transportation, Storage, and Distribution Managers",US,210,"$168,380 ",$80.95 
Oil and Gas Extraction,Human Resources Managers,US,220,"$172,300 ",$82.84 
Oil and Gas Extraction,Human Resources Managers,US,220,"$172,300 ",$82.84 
Oil and Gas Extraction,Training and Development Managers,US,40,"$202,200 ",$97.21 
Oil and Gas Extraction,Training and Development Managers,US,40,"$202,200 ",$97.21 
Oil and Gas Extraction,Other Management Occupations,US,"5,190","$203,030 ",$97.61 
Oil and Gas Extraction,Construction Managers,US,"1,370","$211,220 ",$101.55 
Oil and Gas Extraction,Construction Managers,US,"1,370","$211,220 ",$101.55 
Oil and Gas Extraction,Architectural and Engineering Managers,US,"1,100","$244,050 ",$117.33 
Oil and Gas Extraction,Architectural and Engineering Managers,US,"1,100","$244,050 ",$117.33 
Oil and Gas Extraction,Natural Sciences Managers,US,160,"$204,800 ",$98.46 
Oil and Gas Extraction,Natural Sciences Managers,US,160,"$204,800 ",$98.46 
Oil and Gas Extraction,"Property, Real Estate, and Community Association Managers",US,"1,070","$177,690 ",$85.43 
Oil and Gas Extraction,"Property, Real Estate, and Community Association Managers",US,"1,070","$177,690 ",$85.43 
Oil and Gas Extraction,Miscellaneous Managers,US,"1,470","$183,910 ",$88.42 
Oil and Gas Extraction,"Managers, All Other",US,"1,470","$183,910 ",$88.42 
Oil and Gas Extraction,Business and Financial Operations Occupations,US,"10,680","$115,820 ",$55.68 
Oil and Gas Extraction,Business Operations Specialists,US,"5,030","$118,540 ",$56.99 
Oil and Gas Extraction,Buyers and Purchasing Agents,US,670,"$122,920 ",$59.09 
Oil and Gas Extraction,Buyers and Purchasing Agents,US,670,"$122,920 ",$59.09 
Oil and Gas Extraction,Compliance Officers,US,960,"$103,330 ",$49.68 
Oil and Gas Extraction,Compliance Officers,US,960,"$103,330 ",$49.68 
Oil and Gas Extraction,Human Resources Workers,US,490,"$105,650 ",$50.79 
Oil and Gas Extraction,Human Resources Specialists,US,490,"$105,650 ",$50.79 
Oil and Gas Extraction,Logisticians and Project Management Specialists,US,"1,240","$134,760 ",$64.79 
Oil and Gas Extraction,Logisticians,US,430,"$106,940 ",$51.41 
Oil and Gas Extraction,Project Management Specialists,US,810,"$149,600 ",$71.92 
Oil and Gas Extraction,Management Analysts,US,300,"$142,610 ",$68.56 
Oil and Gas Extraction,Management Analysts,US,300,"$142,610 ",$68.56 
Oil and Gas Extraction,"Compensation, Benefits, and Job Analysis Specialists",US,50,"$103,440 ",$49.73 
Oil and Gas Extraction,"Compensation, Benefits, and Job Analysis Specialists",US,50,"$103,440 ",$49.73 
Oil and Gas Extraction,Training and Development Specialists,US,100,"$101,520 ",$48.81 
Oil and Gas Extraction,Training and Development Specialists,US,100,"$101,520 ",$48.81 
Oil and Gas Extraction,Market Research Analysts and Marketing Specialists,US,250,"$111,470 ",$53.59 
Oil and Gas Extraction,Market Research Analysts and Marketing Specialists,US,250,"$111,470 ",$53.59 
Oil and Gas Extraction,Miscellaneous Business Operations Specialists,US,880,"$115,000 ",$55.29 
Oil and Gas Extraction,"Business Operations Specialists, All Other",US,880,"$115,000 ",$55.29 
Oil and Gas Extraction,Financial Specialists,US,"5,640","$113,380 ",$54.51 
Oil and Gas Extraction,Accountants and Auditors,US,"4,640","$111,730 ",$53.72 
Oil and Gas Extraction,Accountants and Auditors,US,"4,640","$111,730 ",$53.72 
Oil and Gas Extraction,Financial Analysts and Advisors,US,750,"$121,670 ",$58.50 
Oil and Gas Extraction,Financial and Investment Analysts,US,690,"$121,020 ",$58.18 
Oil and Gas Extraction,Personal Financial Advisors,US,40,"$141,510 ",$68.03 
Oil and Gas Extraction,Miscellaneous Financial Specialists,US,190,"$124,400 ",$59.81 
Oil and Gas Extraction,"Financial Specialists, All Other",US,190,"$124,400 ",$59.81 
Oil and Gas Extraction,Computer and Mathematical Occupations,US,"3,770","$129,520 ",$62.27 
Oil and Gas Extraction,Computer Occupations,US,"3,030","$133,210 ",$64.04 
Oil and Gas Extraction,Computer and Information Analysts,US,590,"$129,140 ",$62.09 
Oil and Gas Extraction,Computer Systems Analysts,US,460,"$127,660 ",$61.38 
Oil and Gas Extraction,Information Security Analysts,US,120,"$134,710 ",$64.76 
Oil and Gas Extraction,Computer Support Specialists,US,340,"$94,170 ",$45.27 
Oil and Gas Extraction,Computer Network Support Specialists,US,50,"$105,110 ",$50.54 
Oil and Gas Extraction,Computer User Support Specialists,US,280,"$92,070 ",$44.26 
Oil and Gas Extraction,Database and Network Administrators and Architects,US,810,"$128,840 ",$61.94 
Oil and Gas Extraction,Computer Network Architects,US,270,"$136,530 ",$65.64 
Oil and Gas Extraction,Database Administrators,US,30,"$132,280 ",$63.60 
Oil and Gas Extraction,Database Architects,US,50,"$134,600 ",$64.71 
Oil and Gas Extraction,Network and Computer Systems Administrators,US,460,"$123,450 ",$59.35 
Oil and Gas Extraction,"Software and Web Developers, Programmers, and Testers",US,680,"$145,080 ",$69.75 
Oil and Gas Extraction,Software Developers,US,630,"$145,270 ",$69.84 
Oil and Gas Extraction,Miscellaneous Computer Occupations,US,610,"$151,130 ",$72.66 
Oil and Gas Extraction,"Computer Occupations, All Other",US,610,"$151,130 ",$72.66 
Oil and Gas Extraction,Mathematical Science Occupations,US,740,"$114,320 ",$54.96 
Oil and Gas Extraction,Operations Research Analysts,US,310,"$97,570 ",$46.91 
Oil and Gas Extraction,Operations Research Analysts,US,310,"$97,570 ",$46.91 
Oil and Gas Extraction,Data Scientists,US,370,"$128,840 ",$61.94 
Oil and Gas Extraction,Data Scientists,US,370,"$128,840 ",$61.94 
Oil and Gas Extraction,Architecture and Engineering Occupations,US,"12,210","$156,030 ",$75.01 
Oil and Gas Extraction,"Architects, Surveyors, and Cartographers",US,220,"$118,160 ",$56.81 
Oil and Gas Extraction,"Surveyors, Cartographers, and Photogrammetrists",US,220,"$117,090 ",$56.29 
Oil and Gas Extraction,Cartographers and Photogrammetrists,US,70,"$135,250 ",$65.02 
Oil and Gas Extraction,Surveyors,US,150,"$109,250 ",$52.52 
Oil and Gas Extraction,Engineers,US,"10,200","$167,140 ",$80.36 
Oil and Gas Extraction,Chemical Engineers,US,80,"$163,890 ",$78.79 
Oil and Gas Extraction,Chemical Engineers,US,80,"$163,890 ",$78.79 
Oil and Gas Extraction,Civil Engineers,US,490,"$157,940 ",$75.93 
Oil and Gas Extraction,Civil Engineers,US,490,"$157,940 ",$75.93 
Oil and Gas Extraction,Electrical and Electronics Engineers,US,300,"$159,830 ",$76.84 
Oil and Gas Extraction,Electrical Engineers,US,250,"$167,360 ",$80.46 
Oil and Gas Extraction,"Electronics Engineers, Except Computer",US,50,"$125,720 ",$60.44 
Oil and Gas Extraction,Environmental Engineers,US,200,"$146,770 ",$70.56 
Oil and Gas Extraction,Environmental Engineers,US,200,"$146,770 ",$70.56 
Oil and Gas Extraction,"Industrial Engineers, Including Health and Safety",US,"1,950","$166,250 ",$79.93 
Oil and Gas Extraction,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",US,360,"$152,260 ",$73.20 
Oil and Gas Extraction,Industrial Engineers,US,"1,590","$169,400 ",$81.44 
Oil and Gas Extraction,Materials Engineers,US,70,"$198,080 ",$95.23 
Oil and Gas Extraction,Materials Engineers,US,70,"$198,080 ",$95.23 
Oil and Gas Extraction,Mechanical Engineers,US,560,"$186,790 ",$89.80 
Oil and Gas Extraction,Mechanical Engineers,US,560,"$186,790 ",$89.80 
Oil and Gas Extraction,"Mining and Geological Engineers, Including Mining Safety Engineers",US,150,"$166,120 ",$79.87 
Oil and Gas Extraction,"Mining and Geological Engineers, Including Mining Safety Engineers",US,150,"$166,120 ",$79.87 
Oil and Gas Extraction,Petroleum Engineers,US,"5,830","$169,280 ",$81.39 
Oil and Gas Extraction,Petroleum Engineers,US,"5,830","$169,280 ",$81.39 
Oil and Gas Extraction,Miscellaneous Engineers,US,550,"$143,280 ",$68.89 
Oil and Gas Extraction,"Engineers, All Other",US,550,"$143,280 ",$68.89 
Oil and Gas Extraction,"Drafters, Engineering Technicians, and Mapping Technicians",US,"1,790","$97,270 ",$46.76 
Oil and Gas Extraction,"Engineering Technologists and Technicians, Except Drafters",US,"1,570","$99,080 ",$47.63 
Oil and Gas Extraction,Electrical and Electronic Engineering Technologists and Technicians,US,170,"$93,510 ",$44.96 
Oil and Gas Extraction,Electro-Mechanical and Mechatronics Technologists and Technicians,US,190,"$102,950 ",$49.49 
Oil and Gas Extraction,Environmental Engineering Technologists and Technicians,US,60,"$97,950 ",$47.09 
Oil and Gas Extraction,Industrial Engineering Technologists and Technicians,US,200,"$106,340 ",$51.13 
Oil and Gas Extraction,Calibration Technologists and Technicians,US,250,"$98,890 ",$47.54 
Oil and Gas Extraction,"Engineering Technologists and Technicians, Except Drafters, All Other",US,420,"$98,850 ",$47.52 
Oil and Gas Extraction,Surveying and Mapping Technicians,US,190,"$80,500 ",$38.70 
Oil and Gas Extraction,Surveying and Mapping Technicians,US,190,"$80,500 ",$38.70 
Oil and Gas Extraction,"Life, Physical, and Social Science Occupations",US,"4,650","$138,720 ",$66.69 
Oil and Gas Extraction,Physical Scientists,US,"2,530","$168,470 ",$81.00 
Oil and Gas Extraction,Chemists and Materials Scientists,US,70,"$178,770 ",$85.95 
Oil and Gas Extraction,Chemists,US,70,"$179,450 ",$86.27 
Oil and Gas Extraction,Environmental Scientists and Geoscientists,US,"2,430","$168,230 ",$80.88 
Oil and Gas Extraction,"Environmental Scientists and Specialists, Including Health",US,190,"$136,230 ",$65.49 
Oil and Gas Extraction,"Geoscientists, Except Hydrologists and Geographers",US,"2,240","$170,930 ",$82.18 
Oil and Gas Extraction,Social Scientists and Related Workers,US,50,"$201,990 ",$97.11 
Oil and Gas Extraction,Economists,US,50,"$201,990 ",$97.11 
Oil and Gas Extraction,Economists,US,50,"$201,990 ",$97.11 
Oil and Gas Extraction,"Life, Physical, and Social Science Technicians",US,720,"$90,980 ",$43.74 
Oil and Gas Extraction,Chemical Technicians,US,160,"$81,370 ",$39.12 
Oil and Gas Extraction,Chemical Technicians,US,160,"$81,370 ",$39.12 
Oil and Gas Extraction,Environmental Science and Geoscience Technicians,US,560,"$93,690 ",$45.04 
Oil and Gas Extraction,"Environmental Science and Protection Technicians, Including Health",US,70,"$86,180 ",$41.43 
Oil and Gas Extraction,"Geological Technicians, Except Hydrologic Technicians",US,480,"$94,830 ",$45.59 
Oil and Gas Extraction,Occupational Health and Safety Specialists and Technicians,US,"1,350","$105,830 ",$50.88 
Oil and Gas Extraction,Occupational Health and Safety Specialists and Technicians,US,"1,350","$105,830 ",$50.88 
Oil and Gas Extraction,Occupational Health and Safety Specialists,US,"1,150","$111,080 ",$53.40 
Oil and Gas Extraction,Occupational Health and Safety Technicians,US,200,"$75,830 ",$36.46 
Oil and Gas Extraction,Legal Occupations,US,"1,070","$150,020 ",$72.13 
Oil and Gas Extraction,"Lawyers, Judges, and Related Workers",US,460,"$217,050 ",$104.35 
Oil and Gas Extraction,Lawyers and Judicial Law Clerks,US,460,"$217,050 ",$104.35 
Oil and Gas Extraction,Lawyers,US,460,"$217,050 ",$104.35 
Oil and Gas Extraction,Legal Support Workers,US,600,"$98,340 ",$47.28 
Oil and Gas Extraction,Paralegals and Legal Assistants,US,40,"$121,830 ",$58.57 
Oil and Gas Extraction,Paralegals and Legal Assistants,US,40,"$121,830 ",$58.57 
Oil and Gas Extraction,Miscellaneous Legal Support Workers,US,570,"$96,840 ",$46.56 
Oil and Gas Extraction,"Title Examiners, Abstractors, and Searchers",US,360,"$91,380 ",$43.93 
Oil and Gas Extraction,"Legal Support Workers, All Other",US,210,"$106,190 ",$51.05 
Oil and Gas Extraction,"Arts, Design, Entertainment, Sports, and Media Occupations",US,140,"$97,030 ",$46.65 
Oil and Gas Extraction,Media and Communication Workers,US,140,"$97,270 ",$46.77 
Oil and Gas Extraction,Public Relations Specialists,US,120,"$99,630 ",$47.90 
Oil and Gas Extraction,Public Relations Specialists,US,120,"$99,630 ",$47.90 
Oil and Gas Extraction,Protective Service Occupations,US,50,"$92,480 ",$44.46 
Oil and Gas Extraction,Other Protective Service Workers,US,40,"$81,100 ",$38.99 
Oil and Gas Extraction,Building and Grounds Cleaning and Maintenance Occupations,US,90,"$39,130 ",$18.81 
Oil and Gas Extraction,Building Cleaning and Pest Control Workers,US,50,"$39,220 ",$18.86 
Oil and Gas Extraction,Building Cleaning Workers,US,50,"$39,220 ",$18.86 
Oil and Gas Extraction,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",US,50,"$39,220 ",$18.86 
Oil and Gas Extraction,Grounds Maintenance Workers,US,40,"$39,030 ",$18.76 
Oil and Gas Extraction,Grounds Maintenance Workers,US,40,"$39,030 ",$18.76 
Oil and Gas Extraction,Sales and Related Occupations,US,"1,650","$132,720 ",$63.81 
Oil and Gas Extraction,"Sales Representatives, Services",US,290,"$154,730 ",$74.39 
Oil and Gas Extraction,"Miscellaneous Sales Representatives, Services",US,130,"$122,840 ",$59.06 
Oil and Gas Extraction,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",US,130,"$122,840 ",$59.06 
Oil and Gas Extraction,"Sales Representatives, Wholesale and Manufacturing",US,60,"$82,600 ",$39.71 
Oil and Gas Extraction,"Sales Representatives, Wholesale and Manufacturing",US,60,"$82,600 ",$39.71 
Oil and Gas Extraction,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",US,40,"$84,080 ",$40.43 
Oil and Gas Extraction,Other Sales and Related Workers,US,"1,270","$131,910 ",$63.42 
Oil and Gas Extraction,Real Estate Brokers and Sales Agents,US,"1,200","$133,680 ",$64.27 
Oil and Gas Extraction,Real Estate Sales Agents,US,"1,190","$134,040 ",$64.44 
Oil and Gas Extraction,Office and Administrative Support Occupations,US,"7,970","$57,660 ",$27.72 
Oil and Gas Extraction,Supervisors of Office and Administrative Support Workers,US,700,"$96,760 ",$46.52 
Oil and Gas Extraction,First-Line Supervisors of Office and Administrative Support Workers,US,700,"$96,760 ",$46.52 
Oil and Gas Extraction,First-Line Supervisors of Office and Administrative Support Workers,US,700,"$96,760 ",$46.52 
Oil and Gas Extraction,Financial Clerks,US,"2,350","$53,350 ",$25.65 
Oil and Gas Extraction,Billing and Posting Clerks,US,70,"$52,790 ",$25.38 
Oil and Gas Extraction,Billing and Posting Clerks,US,70,"$52,790 ",$25.38 
Oil and Gas Extraction,"Bookkeeping, Accounting, and Auditing Clerks",US,"2,150","$52,150 ",$25.07 
Oil and Gas Extraction,"Bookkeeping, Accounting, and Auditing Clerks",US,"2,150","$52,150 ",$25.07 
Oil and Gas Extraction,Payroll and Timekeeping Clerks,US,110,"$74,450 ",$35.79 
Oil and Gas Extraction,Payroll and Timekeeping Clerks,US,110,"$74,450 ",$35.79 
Oil and Gas Extraction,Information and Record Clerks,US,480,"$49,360 ",$23.73 
Oil and Gas Extraction,Customer Service Representatives,US,40,"$73,640 ",$35.41 
Oil and Gas Extraction,Customer Service Representatives,US,40,"$73,640 ",$35.41 
Oil and Gas Extraction,File Clerks,US,70,"$52,420 ",$25.20 
Oil and Gas Extraction,File Clerks,US,70,"$52,420 ",$25.20 
Oil and Gas Extraction,Receptionists and Information Clerks,US,280,"$40,850 ",$19.64 
Oil and Gas Extraction,Receptionists and Information Clerks,US,280,"$40,850 ",$19.64 
Oil and Gas Extraction,Miscellaneous Information and Record Clerks,US,70,"$61,390 ",$29.52 
Oil and Gas Extraction,"Information and Record Clerks, All Other",US,70,"$61,390 ",$29.52 
Oil and Gas Extraction,"Material Recording, Scheduling, Dispatching, and Distributing Workers",US,740,"$63,030 ",$30.31 
Oil and Gas Extraction,Dispatchers,US,140,"$42,510 ",$20.44 
Oil and Gas Extraction,"Dispatchers, Except Police, Fire, and Ambulance",US,140,"$42,510 ",$20.44 
Oil and Gas Extraction,"Production, Planning, and Expediting Clerks",US,350,"$84,130 ",$40.45 
Oil and Gas Extraction,"Production, Planning, and Expediting Clerks",US,350,"$84,130 ",$40.45 
Oil and Gas Extraction,"Shipping, Receiving, and Inventory Clerks",US,230,"$41,890 ",$20.14 
Oil and Gas Extraction,"Shipping, Receiving, and Inventory Clerks",US,230,"$41,890 ",$20.14 
Oil and Gas Extraction,Secretaries and Administrative Assistants,US,"1,990","$56,090 ",$26.96 
Oil and Gas Extraction,Secretaries and Administrative Assistants,US,"1,990","$56,090 ",$26.96 
Oil and Gas Extraction,Executive Secretaries and Executive Administrative Assistants,US,500,"$84,150 ",$40.46 
Oil and Gas Extraction,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",US,"1,490","$46,590 ",$22.40 
Oil and Gas Extraction,Other Office and Administrative Support Workers,US,"1,710","$49,330 ",$23.72 
Oil and Gas Extraction,Data Entry and Information Processing Workers,US,80,"$43,580 ",$20.95 
Oil and Gas Extraction,Data Entry Keyers,US,80,"$43,580 ",$20.95 
Oil and Gas Extraction,"Office Clerks, General",US,"1,530","$49,150 ",$23.63 
Oil and Gas Extraction,"Office Clerks, General",US,"1,530","$49,150 ",$23.63 
Oil and Gas Extraction,Miscellaneous Office and Administrative Support Workers,US,40,"$56,900 ",$27.36 
Oil and Gas Extraction,"Office and Administrative Support Workers, All Other",US,40,"$56,900 ",$27.36 
Oil and Gas Extraction,Construction and Extraction Occupations,US,"26,900","$78,060 ",$37.53 
Oil and Gas Extraction,Supervisors of Construction and Extraction Workers,US,"4,990","$124,100 ",$59.66 
Oil and Gas Extraction,First-Line Supervisors of Construction Trades and Extraction Workers,US,"4,990","$124,100 ",$59.66 
Oil and Gas Extraction,First-Line Supervisors of Construction Trades and Extraction Workers,US,"4,990","$124,100 ",$59.66 
Oil and Gas Extraction,Construction Trades Workers,US,"1,230","$82,500 ",$39.66 
Oil and Gas Extraction,Construction Equipment Operators,US,280,"$56,700 ",$27.26 
Oil and Gas Extraction,Operating Engineers and Other Construction Equipment Operators,US,280,"$56,700 ",$27.26 
Oil and Gas Extraction,Electricians,US,650,"$102,090 ",$49.08 
Oil and Gas Extraction,Electricians,US,650,"$102,090 ",$49.08 
Oil and Gas Extraction,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",US,120,"$73,310 ",$35.25 
Oil and Gas Extraction,"Plumbers, Pipefitters, and Steamfitters",US,120,"$74,030 ",$35.59 
Oil and Gas Extraction,Construction and Building Inspectors,US,60,"$95,380 ",$45.86 
Oil and Gas Extraction,Construction and Building Inspectors,US,60,"$95,380 ",$45.86 
Oil and Gas Extraction,Extraction Workers,US,"20,510","$66,790 ",$32.11 
Oil and Gas Extraction,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",US,"14,950","$73,210 ",$35.20 
Oil and Gas Extraction,"Derrick Operators, Oil and Gas",US,"2,210","$74,890 ",$36.01 
Oil and Gas Extraction,"Rotary Drill Operators, Oil and Gas",US,"2,260","$73,780 ",$35.47 
Oil and Gas Extraction,"Service Unit Operators, Oil and Gas",US,"10,480","$72,740 ",$34.97 
Oil and Gas Extraction,"Roustabouts, Oil and Gas",US,"4,940","$49,040 ",$23.58 
Oil and Gas Extraction,"Roustabouts, Oil and Gas",US,"4,940","$49,040 ",$23.58 
